Team 1,Team 2,Time Left,Team 1 Score,Team 2 Score,Raid Success Rate 1,Raid Success Rate 2,Tackle Success Rate 1,Tackle Success Rate 2,Outcome
Puneri Paltan,Bengal Warriors,19,37,5,0.7632266201969058,0.5797844580575862,0.5032847061120398,0.9461968330816085,Team 1 Wins
Tamil Thalaivas,Puneri Paltan,22,25,31,0.6445376525058178,0.9897637425468003,0.6069758994531992,0.35050580996723024,Team 2 Wins
Jaipur Pink Panthers,U Mumba,35,16,5,0.4560979735369375,0.8422174824724911,0.2614265960047446,0.10162537903950297,Team 1 Wins
Tamil Thalaivas,Puneri Paltan,26,30,39,0.6646583834977146,0.8369832776099206,0.4351486717562192,0.4783228051406806,Team 2 Wins
Gujarat Giants,Haryana Steelers,14,49,24,0.7425191070369997,0.6484272603527398,0.32223903131805043,0.20983454451089345,Team 1 Wins
Gujarat Giants,Haryana Steelers,25,6,37,0.5502392155254647,0.7674855645958163,0.8144730379182573,0.8285256843885166,Team 2 Wins
Gujarat Giants,Haryana Steelers,24,15,26,0.1590108029479036,0.40130208652800115,0.7990820235986842,0.6977159772323569,Team 2 Wins
Dabang Delhi K.C.,Gujarat Giants,6,19,19,0.5177760992341693,0.46301212322187757,0.0022835878409468435,0.17490929224728546,Draw
U Mumba,U.P. Yoddhas,13,45,26,0.7019084432024628,0.9614802288221076,0.5683987223592533,0.6825032993576277,Team 1 Wins
Bengal Warriors,Haryana Steelers,29,21,34,0.32735882121557647,0.9146231921932649,0.6053759815990766,0.3767526805623034,Team 2 Wins
U.P. Yoddhas,Patna Pirates,25,8,15,0.7849228651225431,0.6770146867723612,0.00820190180759961,0.49736969049202007,Team 2 Wins
Bengal Warriors,Puneri Paltan,1,0,42,0.8613983296599507,0.7780324252728984,0.7899689025958561,0.47371698145008345,Team 2 Wins
Patna Pirates,Bengal Warriors,10,43,20,0.9625979522067183,0.7356295624475775,0.8139913736507108,0.9585362892003595,Team 1 Wins
Puneri Paltan,U.P. Yoddhas,27,45,34,0.1792311203634771,0.8844880074734518,0.28155485661071944,0.5752070280337737,Team 1 Wins
U Mumba,Patna Pirates,19,38,41,0.6080766674261864,0.5587715029822627,0.8064522869626493,0.05936272965904765,Team 2 Wins
Dabang Delhi K.C.,Gujarat Giants,11,5,43,0.8414118566206351,0.048740089426306143,0.2612597295713499,0.2800674195544042,Team 2 Wins
U.P. Yoddhas,Patna Pirates,32,16,24,0.6448017352906701,0.6769767474504268,0.9776813236998361,0.6887992048512938,Team 2 Wins
Dabang Delhi K.C.,U Mumba,7,8,4,0.10145560110173824,0.053297075769246804,0.851795953613608,0.5545575684392776,Team 1 Wins
U Mumba,Gujarat Giants,9,39,35,0.6589996697513446,0.08837100398799358,0.09483337848810136,0.48415168802234376,Team 1 Wins
Bengal Warriors,Jaipur Pink Panthers,4,43,1,0.3636829552969837,0.3154028235904579,0.8966437630261721,0.2656525474413799,Team 1 Wins
Bengal Warriors,Tamil Thalaivas,24,11,3,0.40628466218911985,0.4312879635490575,0.7619381546271822,0.2593206419242762,Team 1 Wins
Gujarat Giants,Bengaluru Bulls,36,33,32,0.3773051356000854,0.5987783585404187,0.3496680709557456,0.7213399602214892,Team 1 Wins
Patna Pirates,U.P. Yoddhas,39,31,0,0.8260337394696,0.6769028860935885,0.2693265412173883,0.2744263654594318,Team 1 Wins
Dabang Delhi K.C.,Telugu Titans,27,40,5,0.8287133427348072,0.7896318034417185,0.4450216579034305,0.19660334171935145,Team 1 Wins
Bengal Warriors,Gujarat Giants,1,46,19,0.3061912006288974,0.00291494119256408,0.34941630494642484,0.1053330875585562,Team 1 Wins
Puneri Paltan,Haryana Steelers,17,15,23,0.7153719966322071,0.25102867143131957,0.8754096670788981,0.2851883746076943,Team 2 Wins
Patna Pirates,Bengaluru Bulls,28,8,8,0.3585479269072125,0.14191036451687844,0.7194121833404941,0.492240381693516,Draw
Gujarat Giants,Puneri Paltan,10,28,24,0.9140408686041818,0.3382128434488567,0.6075572474990634,0.8769785380194489,Team 1 Wins
Gujarat Giants,Bengal Warriors,15,27,29,0.36011562421544363,0.1003702154941093,0.4018740459018991,0.09693961479549729,Team 2 Wins
Haryana Steelers,Puneri Paltan,12,15,46,0.5466940550258125,0.14315188045068084,0.9540257398976509,0.679826617246363,Team 2 Wins
Bengal Warriors,Tamil Thalaivas,19,24,47,0.5509593866685247,0.32476930266887016,0.5238405055031823,0.9092705533807784,Team 2 Wins
Puneri Paltan,Haryana Steelers,33,12,40,0.5928124621978025,0.36550595491261784,0.5326537243710632,0.39113406926616523,Team 2 Wins
Bengaluru Bulls,U Mumba,8,17,12,0.7348130204706309,0.018810580287875522,0.37404513411312246,0.5139454445049525,Team 1 Wins
Haryana Steelers,Gujarat Giants,29,4,13,0.13124776073396405,0.416915250401635,0.6316552832295085,0.43262706129604944,Team 2 Wins
Telugu Titans,Gujarat Giants,26,0,15,0.2608668610874265,0.5896777502206638,0.9864464764460988,0.8683768304404058,Team 2 Wins
Tamil Thalaivas,U Mumba,24,36,18,0.7345868896503299,0.3651219292718664,0.38873939680245073,0.045660921102168905,Team 1 Wins
Puneri Paltan,U Mumba,20,17,14,0.9646802848150152,0.7728536906900411,0.2862189842141817,0.23983923030995924,Team 1 Wins
Jaipur Pink Panthers,Dabang Delhi K.C.,8,48,5,0.3771166550750682,0.3032946095340855,0.5285117995167996,0.1360310102576966,Team 1 Wins
U Mumba,Gujarat Giants,14,34,38,0.9793983214879385,0.11604833428004124,0.6759460141797926,0.43868907373635524,Team 2 Wins
Tamil Thalaivas,Telugu Titans,20,36,45,0.08735959394431969,0.972882427240143,0.6204616347297688,0.927921100043324,Team 2 Wins
Dabang Delhi K.C.,Haryana Steelers,15,0,24,0.9627670156329158,0.6756515599541143,0.32488107095924446,0.6389080844456346,Team 2 Wins
U Mumba,Patna Pirates,6,48,16,0.7875344036343878,0.021751192717851198,0.6784979575314803,0.4660763022888449,Team 1 Wins
Bengaluru Bulls,Jaipur Pink Panthers,21,10,22,0.11177181457035634,0.3984095131533646,0.03517742881650099,0.20963367372607555,Team 2 Wins
Puneri Paltan,Tamil Thalaivas,29,9,18,0.15651974335640328,0.7878434000225054,0.8488483407792756,0.758701324788456,Team 2 Wins
Patna Pirates,Bengaluru Bulls,20,27,23,0.18996115874961328,0.6602910327586334,0.395307644054791,0.8755412061527725,Team 1 Wins
Telugu Titans,Bengaluru Bulls,28,35,35,0.7343767745568149,0.9946406020281571,0.356741726798693,0.3723764298587633,Draw
Haryana Steelers,Bengaluru Bulls,1,40,2,0.38522725281489445,0.34003227467494956,0.4752683140689723,0.06168702598536646,Team 1 Wins
U Mumba,Jaipur Pink Panthers,25,50,43,0.686759090514368,0.7408308416358925,0.014833533978999891,0.49018826609931265,Team 1 Wins
Jaipur Pink Panthers,Gujarat Giants,30,15,19,0.038307142796602967,0.6759748145739622,0.8514181329510649,0.07222711848415153,Team 2 Wins
Jaipur Pink Panthers,U.P. Yoddhas,31,44,48,0.16639422954758265,0.34599860953078665,0.2933812045814037,0.6807182469184101,Team 2 Wins
Telugu Titans,U.P. Yoddhas,16,21,39,0.8289408709019478,0.0974550123275062,0.12682527816962663,0.18758216674332806,Team 2 Wins
Bengaluru Bulls,Puneri Paltan,19,45,26,0.1370973651326598,0.10425392800291322,0.7666469135585391,0.45284544931163817,Team 1 Wins
Jaipur Pink Panthers,Patna Pirates,21,16,40,0.4422573924074801,0.03112240204994532,0.4330057328807364,0.6399993105715973,Team 2 Wins
U Mumba,U.P. Yoddhas,36,1,14,0.8735783239666032,0.34654775735546384,0.5405336724434444,0.05762531597965559,Team 2 Wins
U.P. Yoddhas,Bengal Warriors,14,35,27,0.6515166185806689,0.0671964763791455,0.5508245479653512,0.22926878219380087,Team 1 Wins
Tamil Thalaivas,Puneri Paltan,23,13,2,0.16018081456527955,0.9449174949326865,0.3228225627396534,0.4877792995103585,Team 1 Wins
Telugu Titans,Gujarat Giants,12,3,45,0.8957897288031691,0.11686360694646103,0.40422248254196247,0.8843209394436384,Team 2 Wins
U Mumba,U.P. Yoddhas,5,40,3,0.36665793039040584,0.37934652645909916,0.3440622227675889,0.9961033616532626,Team 1 Wins
Jaipur Pink Panthers,Bengaluru Bulls,15,22,8,0.54203877362169,0.5364570646423192,0.13288979125389022,0.8245892620007612,Team 1 Wins
Bengaluru Bulls,U.P. Yoddhas,31,21,36,0.12326433710705631,0.016700679324753387,0.9090713294099128,0.8636692846376174,Team 2 Wins
Bengal Warriors,Puneri Paltan,12,29,20,0.3052094549373706,0.2850023244711538,0.4355235778928517,0.9181958752406365,Team 1 Wins
Puneri Paltan,U.P. Yoddhas,14,0,4,0.5385179263128805,0.9385363957846433,0.6736123911748463,0.5381255768546096,Team 2 Wins
Bengal Warriors,Telugu Titans,18,22,5,0.8404902235132352,0.1468118419359541,0.04676142429061303,0.49959609944591943,Team 1 Wins
Patna Pirates,Haryana Steelers,12,37,12,0.7675762932259952,0.25096743378116015,0.9882365206350869,0.12632699780661139,Team 1 Wins
U.P. Yoddhas,U Mumba,17,45,20,0.5313164099685719,0.6368787559603751,0.33644324912746115,0.6427077068260063,Team 1 Wins
Puneri Paltan,U.P. Yoddhas,35,3,31,0.8802522098768589,0.4182224723910043,0.576123557726951,0.26233875165123033,Team 2 Wins
U.P. Yoddhas,Dabang Delhi K.C.,36,16,38,0.0037968978223431593,0.49689622693461,0.7287454333088124,0.5005955620482878,Team 2 Wins
Gujarat Giants,Bengaluru Bulls,10,47,27,0.11566067431823124,0.5100909543238007,0.2983803937176446,0.27447954289646503,Team 1 Wins
Jaipur Pink Panthers,Telugu Titans,18,33,26,0.7884976268464804,0.994148315568735,0.6440840016053844,0.926780689979676,Team 1 Wins
U Mumba,Haryana Steelers,6,14,28,0.21857599341831124,0.21018404132551916,0.6327468603015453,0.3218806977794617,Team 2 Wins
Puneri Paltan,Bengal Warriors,12,28,8,0.2386527869597721,0.07965824603886773,0.14496107700597027,0.3587301710548082,Team 1 Wins
Tamil Thalaivas,Haryana Steelers,27,27,24,0.7166049534044108,0.4851954369431274,0.665112816668353,0.14076066008948251,Team 1 Wins
Tamil Thalaivas,Gujarat Giants,8,23,13,0.9102094508778701,0.5411501054539513,0.38181626544188485,0.7389032673669126,Team 1 Wins
U Mumba,Haryana Steelers,38,20,24,0.2034403720007234,0.6455448591382699,0.6599107559117711,0.08081305710373932,Team 2 Wins
Jaipur Pink Panthers,U.P. Yoddhas,22,21,2,0.3220564783393669,0.7921472616383367,0.4067896472642406,0.6831503613921914,Team 1 Wins
U Mumba,Dabang Delhi K.C.,30,19,6,0.5647737444523546,0.906507324319073,0.34972076875606406,0.9587868631024635,Team 1 Wins
Telugu Titans,Gujarat Giants,14,4,9,0.5332954441260737,0.5650183708495502,0.5271243431067837,0.7455884144988458,Team 2 Wins
Bengaluru Bulls,Haryana Steelers,10,2,25,0.017375021546280345,0.6857437363751252,0.2648754846579586,0.1533208718564576,Team 2 Wins
Telugu Titans,Patna Pirates,16,23,9,0.6243065294923975,0.9205356904092559,0.7140439128309969,0.6737194721345732,Team 1 Wins
U.P. Yoddhas,Bengaluru Bulls,40,50,37,0.7684942591461195,0.2515786071858056,0.4535643630663505,0.9287589366178951,Team 1 Wins
Dabang Delhi K.C.,Jaipur Pink Panthers,23,48,48,0.5907941619119569,0.7352555210282616,0.5284410559590692,0.25851171575963294,Draw
Tamil Thalaivas,Haryana Steelers,13,38,30,0.39711770848895644,0.52764643404928,0.33693218447908346,0.7000595631560265,Team 1 Wins
U.P. Yoddhas,Gujarat Giants,14,5,29,0.9584900972766407,0.24615956162773,0.3270520255162491,0.24443285165730633,Team 2 Wins
Gujarat Giants,Puneri Paltan,8,0,29,0.1879403182922582,0.4096244964221286,0.9555197784773937,0.5073346459884805,Team 2 Wins
U.P. Yoddhas,Dabang Delhi K.C.,13,34,32,0.3109392341829097,0.00624459436602387,0.24687172675305502,0.10113957712035104,Team 1 Wins
Haryana Steelers,Dabang Delhi K.C.,32,28,47,0.9823568819780888,0.06109370331537911,0.24012166565705428,0.6861570752837479,Team 2 Wins
Jaipur Pink Panthers,Bengaluru Bulls,10,10,45,0.5278974510280626,0.3908585605566103,0.18371156126396093,0.7514832435957507,Team 2 Wins
Patna Pirates,Telugu Titans,36,40,13,0.8182659581654469,0.3126058328507928,0.703437952707427,0.2008201389984955,Team 1 Wins
U.P. Yoddhas,Puneri Paltan,3,8,17,0.2639934976822301,0.9591905392220507,0.9228719258100454,0.8360815605909311,Team 2 Wins
Telugu Titans,Gujarat Giants,4,21,8,0.19460041413607876,0.22720151440663483,0.41586262431825605,0.6177420723062074,Team 1 Wins
Patna Pirates,Dabang Delhi K.C.,37,8,36,0.6544372313785692,0.28979006653114137,0.5242537103713608,0.6121125008902366,Team 2 Wins
Telugu Titans,Puneri Paltan,33,1,24,0.1556074960664542,0.6902025253214576,0.5457884208670881,0.32130107689042053,Team 2 Wins
Telugu Titans,Gujarat Giants,20,20,3,0.3814690053183195,0.9764100028032566,0.913300406204247,0.05414094443769235,Team 1 Wins
Telugu Titans,Tamil Thalaivas,28,18,23,0.6883434944836451,0.7480406609905004,0.462619875537983,0.1475605781463859,Team 2 Wins
Bengaluru Bulls,Bengal Warriors,25,44,11,0.8394792499221119,0.022597316201953155,0.3933423489723483,0.5730374880837864,Team 1 Wins
U.P. Yoddhas,Jaipur Pink Panthers,6,37,26,0.4953292163711571,0.12186213807438484,0.33909305588993666,0.3613411236869837,Team 1 Wins
Haryana Steelers,Bengaluru Bulls,17,10,13,0.6315188052740097,0.9416396224951668,0.877145823236057,0.24714745033448615,Team 2 Wins
U.P. Yoddhas,Puneri Paltan,24,8,47,0.5287921750525144,0.25450882172847544,0.566402922452083,0.8771834469983799,Team 2 Wins
Jaipur Pink Panthers,Patna Pirates,37,12,45,0.14250503825826788,0.8754927282620489,0.14237235662425984,0.49351049377207634,Team 2 Wins
Gujarat Giants,Puneri Paltan,0,41,28,0.6251070953447382,0.28913278853024826,0.1919433989509879,0.1327485272506197,Team 1 Wins
Bengaluru Bulls,U.P. Yoddhas,7,44,47,0.0652316961545848,0.3354529316013637,0.9977775886882484,0.07436356761349039,Team 2 Wins
Bengal Warriors,U.P. Yoddhas,2,42,15,0.45936029787078936,0.6733994901243034,0.2942009760222114,0.5774981232355877,Team 1 Wins
Gujarat Giants,U Mumba,11,29,13,0.5494052422505368,0.22488221878719883,0.2586920600967425,0.9635863208072497,Team 1 Wins
U.P. Yoddhas,Tamil Thalaivas,8,42,26,0.7715083551664547,0.880749465382012,0.7642110558484275,0.5962662004279112,Team 1 Wins
Jaipur Pink Panthers,Puneri Paltan,38,43,35,0.7211002069684845,0.2061399306346976,0.8914950691841746,0.2197488091803964,Team 1 Wins
Bengal Warriors,Patna Pirates,29,21,40,0.00847599111449504,0.2941128342937471,0.21880837537551023,0.30739471991681955,Team 2 Wins
Bengal Warriors,Telugu Titans,39,1,31,0.028178968503108193,0.6593119023766483,0.36947137118997075,0.3368531155407485,Team 2 Wins
U.P. Yoddhas,Dabang Delhi K.C.,20,33,1,0.23989194576895467,0.8685088788904594,0.7743662267437651,0.5527401103307019,Team 1 Wins
U Mumba,Puneri Paltan,14,27,38,0.9166097840463083,0.31918104411085,0.14413370001921233,0.7940895336482874,Team 2 Wins
U.P. Yoddhas,Tamil Thalaivas,24,40,40,0.3366658139131794,0.3502073099639019,0.32527578179304995,0.9989616544468551,Draw
Patna Pirates,Dabang Delhi K.C.,0,33,18,0.791811484900808,0.16224986219507087,0.8701404365215025,0.38570510587217965,Team 1 Wins
Patna Pirates,U Mumba,23,8,16,0.9659350094240976,0.5410088739336227,0.38709368484028694,0.5838084096511394,Team 2 Wins
U.P. Yoddhas,Jaipur Pink Panthers,25,41,11,0.7463578020395362,0.22071632411679054,0.9764785892488983,0.2499571781787312,Team 1 Wins
Jaipur Pink Panthers,Haryana Steelers,5,35,1,0.617297260486415,0.755127345925973,0.7105407271076052,0.16215744265819532,Team 1 Wins
Dabang Delhi K.C.,Telugu Titans,33,26,44,0.7804019409806692,0.026032313930487883,0.9462895717786575,0.7493854712181136,Team 2 Wins
Tamil Thalaivas,Bengal Warriors,34,26,28,0.4914508362216896,0.3217223514384234,0.7281490978117662,0.43937167558718904,Team 2 Wins
U.P. Yoddhas,Bengaluru Bulls,36,8,11,0.5031592215877424,0.7363824707444359,0.1933666323529526,0.06960003937530601,Team 2 Wins
Dabang Delhi K.C.,Gujarat Giants,10,42,16,0.17418934546525267,0.9250752333487544,0.44532191537381915,0.9431273129171652,Team 1 Wins
Puneri Paltan,Tamil Thalaivas,6,45,18,0.7810884933300696,0.44840000790457624,0.2751456607017735,0.8970539907333422,Team 1 Wins
Dabang Delhi K.C.,Bengaluru Bulls,5,22,18,0.05732024276282488,0.9633104556734106,0.3413275626268164,0.23862044321119502,Team 1 Wins
U.P. Yoddhas,Gujarat Giants,23,4,31,0.27319539626989964,0.4079125811445824,0.8819660576876747,0.24089297956058597,Team 2 Wins
Bengal Warriors,Patna Pirates,16,19,40,0.06954932872042496,0.24585388103138894,0.004947852343852643,0.544687031525954,Team 2 Wins
Bengaluru Bulls,Telugu Titans,1,5,48,0.9058716322924056,0.3343623924861723,0.6619610724800711,0.6626648920376118,Team 2 Wins
Puneri Paltan,Telugu Titans,0,45,3,0.7754218148021047,0.48735244735296745,0.5272968988012491,0.22753379976629173,Team 1 Wins
Dabang Delhi K.C.,Patna Pirates,36,28,2,0.5256695671565187,0.20216390489573233,0.6750966491225363,0.4371887873824424,Team 1 Wins
Jaipur Pink Panthers,Bengaluru Bulls,31,26,17,0.25275029279654304,0.4039604160201713,0.9941216678782977,0.5480856242566075,Team 1 Wins
Patna Pirates,Gujarat Giants,27,49,13,0.53874852391073,0.45716549194628586,0.5318832291300334,0.7656427072993562,Team 1 Wins
Jaipur Pink Panthers,Dabang Delhi K.C.,4,37,29,0.7865249608458743,0.5844507911390419,0.03592737349153552,0.7136298119185023,Team 1 Wins
Dabang Delhi K.C.,U.P. Yoddhas,0,40,44,0.9916663530411173,0.3133988580974436,0.5790734949175833,0.5722740534071016,Team 2 Wins
Telugu Titans,Bengaluru Bulls,23,15,12,0.2616807001219933,0.28667074356626565,0.3783549009449416,0.663710377463431,Team 1 Wins
Bengaluru Bulls,Bengal Warriors,40,10,30,0.99391454535599,0.8805506023083027,0.314133882750256,0.7993629910702539,Team 2 Wins
Puneri Paltan,Bengaluru Bulls,9,25,17,0.6107214102123605,0.6518641297105132,0.6893802721682026,0.5604080847014901,Team 1 Wins
Telugu Titans,Bengal Warriors,15,7,30,0.8528153955224252,0.3717945961904835,0.8627803296248285,0.9313825062085235,Team 2 Wins
Bengal Warriors,U Mumba,16,34,27,0.00781594886029291,0.021938607941941246,0.5296034953990619,0.2673925780588813,Team 1 Wins
Tamil Thalaivas,Dabang Delhi K.C.,29,28,41,0.6633596343241328,0.5018101681652088,0.684668671789189,0.5810425904179569,Team 2 Wins
Bengaluru Bulls,Patna Pirates,29,37,24,0.2747358156508324,0.08306324410471355,0.4426893796973088,0.7784657193934049,Team 1 Wins
Tamil Thalaivas,Bengal Warriors,30,28,12,0.8672363944289003,0.7220882709415907,0.07166472150340508,0.85859451627957,Team 1 Wins
Dabang Delhi K.C.,U Mumba,38,0,32,0.41042470763986083,0.31328166069747865,0.1477828851075036,0.33567744183009474,Team 2 Wins
Bengaluru Bulls,Telugu Titans,7,35,32,0.11401447644057194,0.9950706308447684,0.08765830082473502,0.605069517450892,Team 1 Wins
Puneri Paltan,U.P. Yoddhas,9,9,36,0.16993282004462584,0.2464038347274834,0.6192910924451471,0.37543289143079983,Team 2 Wins
U Mumba,Patna Pirates,8,42,23,0.09878287688144616,0.6503986989628898,0.854039806037916,0.48017225980692313,Team 1 Wins
Bengaluru Bulls,Puneri Paltan,12,26,23,0.16445988149448476,0.06157281680621152,0.9893874271712133,0.2763647244413382,Team 1 Wins
U.P. Yoddhas,Gujarat Giants,25,17,49,0.8929331598958866,0.6506947291897894,0.7908784252957672,0.46055889618916857,Team 2 Wins
Tamil Thalaivas,Gujarat Giants,28,12,0,0.870428740049881,0.5752847430833226,0.07835619273672367,0.22224836108899315,Team 1 Wins
U Mumba,Patna Pirates,28,14,44,0.2099631005210031,0.6408024316130236,0.3232411114298187,0.38983148691701763,Team 2 Wins
Haryana Steelers,Dabang Delhi K.C.,7,50,13,0.9692873038720684,0.06417040292960541,0.7063757165044203,0.8444943948171008,Team 1 Wins
Jaipur Pink Panthers,Tamil Thalaivas,34,12,20,0.048997174464453286,0.2838777390745362,0.7843972114429948,0.26231445531383113,Team 2 Wins
Haryana Steelers,Patna Pirates,23,49,50,0.7700242852988027,0.10895239373482657,0.7881351287598287,0.8471830521459287,Team 2 Wins
Bengaluru Bulls,Dabang Delhi K.C.,2,32,17,0.696867712161844,0.016827745729552923,0.029681310598251742,0.9330612970335196,Team 1 Wins
U.P. Yoddhas,Puneri Paltan,25,37,42,0.9393347032538992,0.4135544683132327,0.27565181594840227,0.9443490585960956,Team 2 Wins
Gujarat Giants,Puneri Paltan,29,36,22,0.7241589782609291,0.08993928987754074,0.7892278627948237,0.6943116385555435,Team 1 Wins
Gujarat Giants,U.P. Yoddhas,25,46,44,0.49649084028614876,0.9622724777368455,0.9018750980363875,0.04863608362793315,Team 1 Wins
Gujarat Giants,Bengaluru Bulls,15,28,6,0.6678250787191767,0.0993162051667762,0.25440721411968814,0.30550283981583826,Team 1 Wins
Gujarat Giants,Patna Pirates,24,36,21,0.8796195596095614,0.8768856440422229,0.18520922052321087,0.4195485596485031,Team 1 Wins
Gujarat Giants,Puneri Paltan,7,1,27,0.641895855647103,0.20738430945821196,0.6093739034343829,0.9930644832750609,Team 2 Wins
Tamil Thalaivas,Telugu Titans,6,36,10,0.7242872441482873,0.9982246665144933,0.4503703798045541,0.48060671264496735,Team 1 Wins
U.P. Yoddhas,Tamil Thalaivas,25,9,36,0.9944020554359757,0.2520171611087305,0.29287940786913613,0.5921902550873475,Team 2 Wins
U.P. Yoddhas,Patna Pirates,40,13,26,0.31252502616927014,0.4936671370984469,0.21016640907567308,0.24697196450847525,Team 2 Wins
Haryana Steelers,Tamil Thalaivas,36,41,25,0.06400048525628688,0.6246813643708414,0.381564650828388,0.3608637786167649,Team 1 Wins
Bengaluru Bulls,U.P. Yoddhas,25,35,25,0.5844144647706976,0.1534959222515031,0.48839466282743316,0.6410077260952042,Team 1 Wins
Haryana Steelers,Bengal Warriors,21,17,5,0.8822690099239612,0.1697241229104618,0.3742491666025186,0.6169117205472459,Team 1 Wins
Patna Pirates,Jaipur Pink Panthers,10,18,44,0.4139364213055873,0.12083755799424212,0.9365432427807532,0.9251773436176,Team 2 Wins
Jaipur Pink Panthers,Patna Pirates,26,21,2,0.33590078739548745,0.002021493409277375,0.05567545800756124,0.3044863034723275,Team 1 Wins
Gujarat Giants,Telugu Titans,11,21,48,0.9541904725429717,0.31746366069272425,0.5017861549627257,0.05496064786590271,Team 2 Wins
Tamil Thalaivas,Puneri Paltan,18,33,43,0.9771530735956084,0.6869558448085086,0.4352163837836781,0.23181041031823957,Team 2 Wins
Bengaluru Bulls,Bengal Warriors,0,27,11,0.11640234001660499,0.3288451574126806,0.6355493822090461,0.28828277938240443,Team 1 Wins
Tamil Thalaivas,U Mumba,1,34,18,0.05168228865171376,0.6850609821061349,0.31536500349920227,0.9877145270463837,Team 1 Wins
U.P. Yoddhas,Dabang Delhi K.C.,31,1,46,0.6633478981497409,0.24781698137717934,0.9718726123456017,0.783271504236682,Team 2 Wins
Dabang Delhi K.C.,Bengaluru Bulls,18,27,17,0.7697220513858666,0.34016932666009647,0.9963979936521487,0.5434359459782193,Team 1 Wins
Haryana Steelers,Telugu Titans,19,39,36,0.7783195882224123,0.2427883347061276,0.4804824962542583,0.5066106743230449,Team 1 Wins
U Mumba,Gujarat Giants,15,50,23,0.5170354649839668,0.798363885025891,0.9681285103002797,0.11923573088476402,Team 1 Wins
Jaipur Pink Panthers,Haryana Steelers,4,37,9,0.9837661641212935,0.5200215525949935,0.11962066293605988,0.5647951950096914,Team 1 Wins
Tamil Thalaivas,Bengaluru Bulls,28,44,2,0.5772583612499298,0.8087793660715081,0.008894647191327931,0.40976766251847163,Team 1 Wins
Jaipur Pink Panthers,U.P. Yoddhas,28,38,17,0.09517238424720664,0.5875487953719175,0.22452715518854516,0.6590855666885665,Team 1 Wins
Patna Pirates,Haryana Steelers,15,28,49,0.7124475494928117,0.40522204098278347,0.330676621985625,0.6937171312854354,Team 2 Wins
U.P. Yoddhas,Haryana Steelers,18,35,7,0.1682411567387646,0.3725949418158735,0.7272107978205413,0.24320799610548405,Team 1 Wins
Haryana Steelers,Bengal Warriors,18,22,27,0.08026064428592061,0.555505809015457,0.5669339141120655,0.15362846285723464,Team 2 Wins
Telugu Titans,Puneri Paltan,39,50,34,0.8992118293412577,0.5360368895622925,0.3198479345901386,0.8981614744957417,Team 1 Wins
Dabang Delhi K.C.,Bengaluru Bulls,4,34,37,0.7459265654551333,0.6100720419161076,0.41195942298791044,0.601214761265282,Team 2 Wins
Bengaluru Bulls,Patna Pirates,4,4,23,0.5991668779630025,0.21271670490825656,0.3758217318132272,0.29866493579912545,Team 2 Wins
Bengaluru Bulls,Puneri Paltan,40,17,9,0.1743551339838444,0.7359224178582107,0.04003854244833027,0.16890303265596307,Team 1 Wins
U Mumba,Puneri Paltan,3,46,3,0.7920056860224282,0.25890303331111075,0.217373975437412,0.6366021150585222,Team 1 Wins
U.P. Yoddhas,Tamil Thalaivas,9,44,9,0.5924577784553624,0.8056432882804229,0.7783743236072418,0.8378286875665556,Team 1 Wins
Haryana Steelers,Bengal Warriors,26,42,9,0.020553895585718962,0.225616022206528,0.48774948117086436,0.7827560428988838,Team 1 Wins
Puneri Paltan,Tamil Thalaivas,5,42,22,0.23901863988014838,0.356441869686856,0.27996213565504424,0.9947347755665811,Team 1 Wins
U Mumba,Dabang Delhi K.C.,24,50,40,0.4322250459210194,0.8346501524945018,0.669149326371259,0.7348508495168694,Team 1 Wins
Haryana Steelers,Jaipur Pink Panthers,36,12,26,0.3398497967704647,0.7159120349977287,0.5602742027746346,0.30860658846890354,Team 2 Wins
U.P. Yoddhas,Puneri Paltan,11,33,39,0.10672629459641036,0.5280462984265278,0.5068745450651494,0.31284613713966336,Team 2 Wins
Puneri Paltan,Haryana Steelers,39,24,42,0.4942479127268109,0.8691846100830772,0.5125817390147615,0.7884494424173999,Team 2 Wins
Telugu Titans,Dabang Delhi K.C.,39,39,23,0.5644112121431076,0.5725050329763531,0.7369150478067005,0.7931848397384923,Team 1 Wins
Bengaluru Bulls,U Mumba,9,17,6,0.5218607636556003,0.5749927442688895,0.669800667588817,0.7111978741394487,Team 1 Wins
Dabang Delhi K.C.,U.P. Yoddhas,36,49,19,0.547056533159003,0.15822981121623536,0.47159581611916856,0.6317218413790258,Team 1 Wins
Jaipur Pink Panthers,Haryana Steelers,6,49,25,0.47504098033259456,0.36645100189652013,0.7275437173938492,0.17664961252104316,Team 1 Wins
Tamil Thalaivas,Dabang Delhi K.C.,0,6,10,0.7585021006048438,0.7015587604488274,0.8744798663623236,0.33471756729210156,Team 2 Wins
Haryana Steelers,Jaipur Pink Panthers,18,35,19,0.16965139951344066,0.5410043610190082,0.1018409978796434,0.25860675062902416,Team 1 Wins
Gujarat Giants,Dabang Delhi K.C.,19,18,22,0.1347912578449566,0.1447410497078473,0.5331759470758632,0.12475357848551194,Team 2 Wins
Haryana Steelers,Gujarat Giants,5,39,38,0.032323884765094846,0.9533604519927866,0.43021579011536537,0.5345356055255294,Team 1 Wins
U.P. Yoddhas,Bengaluru Bulls,19,28,29,0.2996889848414427,0.7811601751284541,0.832981653817424,0.367031310274309,Team 2 Wins
